country,date,infections,infections_new,infections_new_normed,deaths,deaths_new,deaths_per_infection,deaths_per_infection_new,datetime,continent
Romania, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Europe
Russia, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Europe
Rwanda, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Africa
Saint Kitts and Nevis, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,North America
Saint Lucia, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,North America
Saint Vincent and the Grenadines, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,North America
San Marino, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Europe
Saudi Arabia, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Asia
Senegal, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Africa
Serbia, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Europe
Seychelles, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Africa
Singapore, 1/30/2020,10.0,3.0,0.8,0.0,0.0,0.0,0.0,2020-01-30,Asia
Slovakia, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Europe
Slovenia, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Europe
Somalia, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Africa
South Africa, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Africa
Spain, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Europe
Sri Lanka, 1/30/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-01-30,Asia
Sudan, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Africa
Suriname, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,South America
Sweden, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Europe
Switzerland, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Europe
Syria, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Asia
Taiwan*, 1/30/2020,9.0,1.0,1.0,0.0,0.0,0.0,0.0,2020-01-30,Asia
Tanzania, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Africa
Thailand, 1/30/2020,14.0,0.0,1.8,0.0,0.0,0.0,,2020-01-30,Asia
Timor-Leste, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Asia
Togo, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Africa
Trinidad and Tobago, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,North America
Tunisia, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Africa
Turkey, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Asia
Uganda, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Africa
Ukraine, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Europe
United Arab Emirates, 1/30/2020,4.0,0.0,0.8,0.0,0.0,0.0,,2020-01-30,Asia
United Kingdom, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Europe
Uruguay, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,South America
US, 1/30/2020,5.0,0.0,0.6,0.0,0.0,0.0,,2020-01-30,North America
Uzbekistan, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Asia
Venezuela, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,South America
Vietnam, 1/30/2020,2.0,0.0,0.0,0.0,0.0,0.0,,2020-01-30,Asia
West Bank and Gaza, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Asia
Zambia, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Africa
Zimbabwe, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Africa
Botswana, 1/30/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-30,Africa
Afghanistan, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Albania, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Algeria, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Andorra, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Angola, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Antigua and Barbuda, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Argentina, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,South America
Armenia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Australia, 1/31/2020,9.0,0.0,1.7999999999999998,0.0,0.0,0.0,,2020-01-31,Oceania
Austria, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Azerbaijan, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Bahamas, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Bahrain, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Bangladesh, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Barbados, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Belarus, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Belgium, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Belize, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Benin, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Bhutan, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Bolivia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,South America
Bosnia and Herzegovina, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Brazil, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,South America
Brunei, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Bulgaria, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Burkina Faso, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Burma, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Cabo Verde, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Cambodia, 1/31/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-01-31,Asia
Cameroon, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Canada, 1/31/2020,4.0,2.0,0.4,0.0,0.0,0.0,0.0,2020-01-31,North America
Central African Republic, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Chad, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Chile, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,South America
China, 1/31/2020,9802.0,1661.0,1347.0,213.0,42.0,0.021730259130789634,0.025285972305839857,2020-01-31,Asia
Colombia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,South America
Congo (Brazzaville), 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Congo (Kinshasa), 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Costa Rica, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Cote d'Ivoire, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Croatia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Cuba, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Cyprus, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Czechia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Denmark, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Diamond Princess, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Other
Djibouti, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Dominica, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Dominican Republic, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Ecuador, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,South America
Egypt, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
El Salvador, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Equatorial Guinea, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Eritrea, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Estonia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Eswatini, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Ethiopia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Fiji, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Oceania
Finland, 1/31/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-01-31,Europe
France, 1/31/2020,5.0,0.0,0.4,0.0,0.0,0.0,,2020-01-31,Europe
Gabon, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Gambia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Georgia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Germany, 1/31/2020,5.0,1.0,0.8,0.0,0.0,0.0,0.0,2020-01-31,Europe
Ghana, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Greece, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Grenada, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Guatemala, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Guinea, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Guinea-Bissau, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Guyana, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,South America
Haiti, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Holy See, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Honduras, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Hungary, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Iceland, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
India, 1/31/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-01-31,Asia
Indonesia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Iran, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Iraq, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Ireland, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Israel, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Italy, 1/31/2020,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-01-31,Europe
Jamaica, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Japan, 1/31/2020,15.0,4.0,1.8,0.0,0.0,0.0,0.0,2020-01-31,Asia
Jordan, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Kazakhstan, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Kenya, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
"Korea, South", 1/31/2020,11.0,7.0,0.4,0.0,0.0,0.0,0.0,2020-01-31,Asia
Kosovo, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Kuwait, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Kyrgyzstan, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Laos, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Latvia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Lebanon, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Liberia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Libya, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Liechtenstein, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Lithuania, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Luxembourg, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Madagascar, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Malaysia, 1/31/2020,8.0,0.0,1.0,0.0,0.0,0.0,,2020-01-31,Asia
Maldives, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Mali, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Malta, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Mauritania, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Mauritius, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Mexico, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Moldova, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Monaco, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Mongolia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Montenegro, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Morocco, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Mozambique, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
MS Zaandam, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Other
Namibia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Nepal, 1/31/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-01-31,Asia
Netherlands, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
New Zealand, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Oceania
Nicaragua, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Niger, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Nigeria, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
North Macedonia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Norway, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Oman, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Pakistan, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Panama, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Papua New Guinea, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Oceania
Paraguay, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,South America
Peru, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,South America
Philippines, 1/31/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-01-31,Asia
Poland, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Portugal, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Qatar, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Romania, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Russia, 1/31/2020,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-01-31,Europe
Rwanda, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Saint Kitts and Nevis, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Saint Lucia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Saint Vincent and the Grenadines, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
San Marino, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Saudi Arabia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Senegal, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Serbia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Seychelles, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Singapore, 1/31/2020,13.0,3.0,1.4,0.0,0.0,0.0,0.0,2020-01-31,Asia
Slovakia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Slovenia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Somalia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
South Africa, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Spain, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Sri Lanka, 1/31/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-01-31,Asia
Sudan, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Suriname, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,South America
Sweden, 1/31/2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-01-31,Europe
Switzerland, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
Syria, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Taiwan*, 1/31/2020,10.0,1.0,1.2,0.0,0.0,0.0,0.0,2020-01-31,Asia
Tanzania, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Thailand, 1/31/2020,19.0,5.0,1.4,0.0,0.0,0.0,0.0,2020-01-31,Asia
Timor-Leste, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Togo, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Trinidad and Tobago, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,North America
Tunisia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Turkey, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Uganda, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Ukraine, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Europe
United Arab Emirates, 1/31/2020,4.0,0.0,0.8,0.0,0.0,0.0,,2020-01-31,Asia
United Kingdom, 1/31/2020,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-01-31,Europe
Uruguay, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,South America
US, 1/31/2020,7.0,2.0,0.6,0.0,0.0,0.0,0.0,2020-01-31,North America
Uzbekistan, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Venezuela, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,South America
Vietnam, 1/31/2020,2.0,0.0,0.0,0.0,0.0,0.0,,2020-01-31,Asia
West Bank and Gaza, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Asia
Zambia, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Zimbabwe, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Botswana, 1/31/2020,0.0,0.0,0.0,0.0,0.0,,,2020-01-31,Africa
Afghanistan, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Asia
Albania, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Europe
Algeria, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Andorra, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Europe
Angola, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Antigua and Barbuda, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,North America
Argentina, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,South America
Armenia, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Asia
Australia, 2/1/2020,12.0,3.0,1.0,0.0,0.0,0.0,0.0,2020-02-01,Oceania
Austria, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Europe
Azerbaijan, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Asia
Bahamas, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,North America
Bahrain, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Asia
Bangladesh, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Asia
Barbados, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,North America
Belarus, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Europe
Belgium, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Europe
Belize, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,North America
Benin, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Bhutan, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Asia
Bolivia, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,South America
Bosnia and Herzegovina, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Europe
Brazil, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,South America
Brunei, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Asia
Bulgaria, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Europe
Burkina Faso, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Burma, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Asia
Cabo Verde, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Cambodia, 2/1/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-02-01,Asia
Cameroon, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Canada, 2/1/2020,4.0,0.0,0.6000000000000001,0.0,0.0,0.0,,2020-02-01,North America
Central African Republic, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Chad, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Chile, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,South America
China, 2/1/2020,11891.0,2089.0,1545.3999999999999,259.0,46.0,0.021781179042973678,0.02202010531354715,2020-02-01,Asia
Colombia, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,South America
Congo (Brazzaville), 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Congo (Kinshasa), 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Costa Rica, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,North America
Cote d'Ivoire, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Croatia, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Europe
Cuba, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,North America
Cyprus, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Europe
Czechia, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Europe
Denmark, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Europe
Diamond Princess, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Other
Djibouti, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Dominica, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,North America
Dominican Republic, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,North America
Ecuador, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,South America
Egypt, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
El Salvador, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,North America
Equatorial Guinea, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Eritrea, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Estonia, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Europe
Eswatini, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Ethiopia, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Fiji, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Oceania
Finland, 2/1/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-02-01,Europe
France, 2/1/2020,6.0,1.0,0.4,0.0,0.0,0.0,0.0,2020-02-01,Europe
Gabon, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Gambia, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Georgia, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Asia
Germany, 2/1/2020,8.0,3.0,1.0,0.0,0.0,0.0,0.0,2020-02-01,Europe
Ghana, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Greece, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Europe
Grenada, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,North America
Guatemala, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,North America
Guinea, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Guinea-Bissau, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,Africa
Guyana, 2/1/2020,0.0,0.0,0.0,0.0,0.0,,,2020-02-01,South America
